customer_id,booking_id,review_date,stay_rating,review_text
C0040,INN00065,2019-09-17,4,Отличный отель! удобные парковочные места. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C0041,INN00066,2018-08-12,3,"Неплохо. современные номера, но нет указателей в отеле. Для детей ничего нет, им было скучно."
C0042,INN00068,2020-03-11,3,"Неплохо. отличные условия для детей, но не работает сейф в номере."
C0043,INN00069,2017-09-10,4,Отличный отель! свежее постельное бельё. Дети в восторге от игровой зоны!
C0043,INN00070,2018-03-17,4,"Отличный отель! комфортные номера. вернусь, чтобы испытать это снова Дети в восторге от игровой зоны!"
C0045,INN00072,2018-12-20,3,"Неплохо. качественное постельное бельё, но очереди на завтрак. Кондиционер не справлялся, тяжело в номере"
C0045,INN00073,2019-11-09,3,"Неплохо. дружелюбная атмосфера, но не работает сейф в номере."
C0046,INN00075,2021-02-20,4,Отличный отель! вкусный завтрак. забронирую здесь следующий отпуск — это идеал!
C0046,INN00078,2021-11-26,3,"Неплохо. оперативное решение проблем, но холодно в номере зимой."
C0046,INN00079,2022-11-27,3,"Неплохо. прекрасный вид, но мало мест в столовой. Кондиционер не справлялся, тяжело в номере"
C0048,INN00083,2020-07-01,3,"Неплохо. свежие цветы в номерах, но очереди на завтрак. Для детей ничего нет, им было скучно."
C0049,INN00084,2018-08-21,3,"Неплохо. прекрасный вид, но слишком жарко летом. Для детей ничего нет, им было скучно."
C0050,INN00085,2020-11-26,4,Отличный отель! быстрая доставка багажа. Дети в восторге от игровой зоны!
C0050,INN00086,2022-03-18,3,"Неплохо. вежливый персонал, но нет указателей в отеле. Для детей ничего нет, им было скучно."
C0051,INN00087,2019-05-05,4,Отличный отель! разнообразное меню в ресторане. персонал здесь — отдельная история успеха Зимой отель хорошо отапливается.
C0051,INN00088,2020-01-20,4,"Отличный отель! качественные продукты на завтрак. сервис здесь — это искусство Летом есть кондиционер, спасал от жары."
C0051,INN00089,2020-12-30,4,"Отличный отель! своевременная уборка номеров. Летом есть кондиционер, спасал от жары."
C0053,INN00091,2021-04-30,3,"Неплохо. тихо и спокойно, но холодно в номере зимой."
C0054,INN00094,2021-03-09,3,"Неплохо. свежие цветы в номерах, но долгий процесс заселения."
C0054,INN00095,2022-01-12,3,"Неплохо. достаточное освещение, но не работает телевизор."
C0055,INN00096,2019-03-25,3,"Неплохо. тёплый приём, но отсутствие парковки. В номерах холодно. второго одеяла пришлось выпрашивать"
C0055,INN00097,2019-11-26,3,"Неплохо. чистый бассейн, но несоответствие фото на сайте."
C0055,INN00098,2021-01-27,3,"Неплохо. удобные подушки и матрасы, но грубый персонал на ресепшн."
C0056,INN00099,2018-02-17,3,"Неплохо. прекрасный вид, но насекомые в номере."
C0057,INN00100,2019-08-28,4,"Отличный отель! удобные подушки и матрасы. вернусь, чтобы открыть для себя больше"
C0057,INN00101,2020-12-17,4,"Отличный отель! тихо и спокойно. Летом есть кондиционер, спасал от жары."
C0058,INN00102,2019-02-11,3,"Неплохо. очень чисто, но тесные номера."
C0059,INN00103,2020-05-11,4,Отличный отель! качественная косметика в ванной. Зимой отель хорошо отапливается.
C0059,INN00104,2021-03-06,3,"Неплохо. вкусный завтрак, но неудобные кровати."
C0061,INN00107,2019-09-11,3,"Неплохо. современные номера, но грубый персонал на ресепшн. Для детей ничего нет, им было скучно. Парковка далеко и плохо освещена. В номерах холодно. второго одеяла пришлось выпрашивать"
C0061,INN00108,2020-02-08,4,Отличный отель! приятная музыка в лобби. персонал здесь — душа отеля Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C0062,INN00109,2019-08-20,2,Крайне недоволен. несвежие продукты в ресторане. не работает система вызова персонала в номер ого!
C0063,INN00110,2017-08-10,4,Отличный отель! приветливый персонал на ресепшн.
C0064,INN00111,2020-03-28,3,"Неплохо. вежливый персонал, но насекомые в номере. В номерах холодно. второго одеяла пришлось выпрашивать"
C0064,INN00112,2020-10-24,4,"Отличный отель! стильный дизайн отеля. Парковка удобная, близко к входу."
C0064,INN00113,2021-05-18,3,"Неплохо. просторные номера, но мало мест в столовой. Парковка далеко и плохо освещена."
C0065,INN00114,2020-01-18,3,"Неплохо. вежливый персонал, но нет горячей воды по утрам."
C0065,INN00115,2021-01-19,4,"Отличный отель! красивый интерьер. Парковка удобная, близко к входу."
C0066,INN00117,2018-11-16,4,Отличный отель! просторные номера. персонал здесь — отдельная история успеха
C0066,INN00118,2019-11-25,4,Отличный отель! чистый бассейн. персонал здесь — отдельная история успеха
C0068,INN00120,2018-06-27,3,"Неплохо. быстрый интернет, но некомпетентный персонал."
C0068,INN00121,2019-09-07,3,"Неплохо. чистые полотенца каждый день, но неубранный мусор в коридоре. Кондиционер не справлялся, тяжело в номере"
C0069,INN00122,2020-03-15,3,"Неплохо. своевременная уборка номеров, но не работает сейф в номере. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C0069,INN00123,2020-11-27,4,"Отличный отель! оперативное решение проблем. вернусь, чтобы оценить новые услуги Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C0070,INN00125,2019-05-04,4,Отличный отель! спа‑услуги на отлично. Зимой отель хорошо отапливается.
C0071,INN00126,2020-02-01,3,"Неплохо. приятный аромат в холле, но холодная еда в ресторане. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0071,INN00127,2021-01-01,3,"Неплохо. уютная атмосфера, но далеко до центра города. Для детей ничего нет, им было скучно."
C0072,INN00128,2018-11-20,3,"Неплохо. современные номера, но далеко до центра города."
C0072,INN00129,2020-02-21,4,"Отличный отель! своевременная уборка номеров. вернусь, чтобы оценить новые услуги"
C0073,INN00130,2019-08-04,3,"Неплохо. приятный аромат в холле, но неубранный мусор в коридоре. Кондиционер не справлялся, тяжело в номере"
C0074,INN00131,2017-10-21,2,"Крайне недоволен. дорого для такого качества. персонал не говорит на моём языке, возникли трудности Кондиционер не справлялся, тяжело в номере"
C0075,INN00132,2021-08-12,4,Отличный отель! быстрая доставка багажа.
C0075,INN00133,2022-03-25,4,"Отличный отель! удобные лифты. вернусь, чтобы оценить новые услуги Зимой отель хорошо отапливается."
C0077,INN00135,2017-11-23,3,"Неплохо. удобная мебель, но не работает телевизор. Для детей ничего нет, им было скучно."
C0078,INN00136,2020-10-24,3,"Неплохо. удобные лифты, но мусор у входа в отель."
C0078,INN00137,2022-01-12,4,Отличный отель! современные номера.
C0079,INN00138,2019-02-06,3,"Неплохо. очень чисто, но неудобное расположение. В номерах холодно. второго одеяла пришлось выпрашивать"
C0110,INN00197,2018-11-14,3,"Неплохо. удобные парковочные места, но долгое ожидание заказа."
C0079,INN00139,2020-09-23,3,"Неплохо. приветливые официанты, но завтрак однообразный. В номерах холодно. второго одеяла пришлось выпрашивать"
C0080,INN00140,2018-04-08,4,Отличный отель! удобные лифты.
C0081,INN00144,2020-07-03,4,Отличный отель! отличный отель. буду бронировать только здесь
C0082,INN00145,2019-03-20,3,"Неплохо. стильный дизайн отеля, но неудобная мебель."
C0083,INN00146,2018-09-15,4,"Отличный отель! чистые полотенца каждый день. чистота и порядок — визитная карточка Летом есть кондиционер, спасал от жары."
C0083,INN00147,2019-08-01,4,Отличный отель! отличный отель. сервис выше всех похвал — вернусь!
C0084,INN00149,2019-03-17,3,"Неплохо. приятная музыка в лобби, но не работает телевизор."
C0084,INN00150,2020-04-21,4,"Отличный отель! уютная атмосфера. отель, который влюбил в себя с первого дня"
C0084,INN00151,2021-06-30,4,"Отличный отель! разнообразное меню в ресторане. отель, который делает отдых незабываемым Зимой отель хорошо отапливается."
C0084,INN00152,2022-11-18,3,"Неплохо. комфортабельные зоны отдыха, но плохая звукоизоляция. Кондиционер не справлялся, тяжело в номере"
C0085,INN00154,2019-04-05,4,Отличный отель! достаточное освещение.
C0086,INN00155,2019-12-09,4,Отличный отель! приятная музыка в лобби. персонал здесь — душа отеля
C0087,INN00156,2021-04-05,4,Отличный отель! аккуратный сад. Зимой отель хорошо отапливается.
C0088,INN00158,2018-10-01,3,"Неплохо. быстро заселили, но неприятный запах в номере. Кондиционер не справлялся, тяжело в номере"
C0088,INN00159,2019-07-06,4,Отличный отель! вежливый персонал.
C0089,INN00160,2019-11-01,3,"Неплохо. удобные лифты, но скрытые платежи в счёте. Кондиционер не справлялся, тяжело в номере"
C0090,INN00162,2017-07-30,4,Отличный отель! быстро заселили.
C0090,INN00163,2019-01-24,3,"Неплохо. тёплый приём, но не работает телевизор. В номерах холодно. второго одеяла пришлось выпрашивать"
C0091,INN00164,2020-08-04,4,Отличный отель! качественное постельное бельё. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C0092,INN00165,2017-06-27,3,"Неплохо. тихо и спокойно, но неудобный трансфер."
C0093,INN00166,2020-03-07,4,"Отличный отель! отличный отель. здесь каждый гость — особенный Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C0094,INN00167,2020-07-28,3,"Неплохо. разнообразное меню в ресторане, но долгое ожидание заказа."
C0094,INN00168,2021-05-19,3,"Неплохо. хороший кондиционер, но отсутствие парковки. В номерах холодно. второго одеяла пришлось выпрашивать"
C0094,INN00169,2022-07-12,4,Отличный отель! стильный дизайн отеля. сервис здесь — это искусство
C0095,INN00170,2021-07-15,3,"Неплохо. тихо и спокойно, но перебои с электричеством."
C0095,INN00172,2022-06-27,3,"Неплохо. красивое оформление территории, но плохое освещение."
C0095,INN00173,2023-03-26,3,"Неплохо. чистые полотенца каждый день, но неработающий лифт. В номерах холодно. второго одеяла пришлось выпрашивать"
C0096,INN00174,2019-08-09,3,"Неплохо. всё супер, но грязные номера. Кондиционер не справлялся, тяжело в номере"
C0096,INN00176,2020-07-28,4,"Отличный отель! удобные лифты. вернусь, чтобы открыть для себя больше Летом есть кондиционер, спасал от жары."
C0098,INN00179,2019-01-14,4,Отличный отель! быстрый интернет. персонал запомнился теплом и заботой Зимой отель хорошо отапливается.
C0099,INN00180,2020-09-12,4,Отличный отель! тёплый приём.
C0100,INN00181,2020-03-12,3,"Неплохо. дружелюбная атмосфера, но неработающий лифт."
C0102,INN00183,2017-10-29,3,"Неплохо. очень чисто, но неудобное расположение."
C0103,INN00184,2018-01-08,3,"Неплохо. хороший кондиционер, но несвежие продукты в ресторане."
C0104,INN00187,2021-01-16,4,Отличный отель! отличные условия для детей.
C0105,INN00189,2018-10-24,4,"Отличный отель! профессиональное обслуживание. Летом есть кондиционер, спасал от жары."
C0106,INN00190,2020-04-20,4,"Отличный отель! качественная косметика в ванной. Парковка удобная, близко к входу. Зимой отель хорошо отапливается."
C0108,INN00193,2019-05-29,3,"Неплохо. удобные лифты, но неисправная сантехника. В номерах холодно. второго одеяла пришлось выпрашивать"
C0109,INN00194,2020-01-24,4,"Отличный отель! аккуратный сад. превзошли ожидания, спасибо! Дети в восторге от игровой зоны! Зимой отель хорошо отапливается."
C0109,INN00196,2021-09-24,3,"Неплохо. удобная мебель, но дорого для такого качества. Для детей ничего нет, им было скучно."
C0111,INN00198,2017-07-03,3,"Неплохо. красивый интерьер, но мусор у входа в отель. Кондиционер не справлялся, тяжело в номере"
C0112,INN00200,2018-01-26,3,"Неплохо. красивый интерьер, но дорого для такого качества. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0113,INN00201,2019-08-19,3,"Неплохо. удобный трансфер из аэропорта, но грубый персонал на ресепшн."
C0114,INN00202,2018-12-26,4,"Отличный отель! качественное постельное бельё. рекомендую всем знакомым — не пожалеете! Летом есть кондиционер, спасал от жары."
C0115,INN00203,2020-01-31,3,"Неплохо. свежее постельное бельё, но неубранный мусор в коридоре. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0115,INN00204,2020-08-23,4,Отличный отель! стильный дизайн отеля. Дети в восторге от игровой зоны!
C0116,INN00205,2019-11-10,4,Отличный отель! достаточное освещение.
C0116,INN00206,2019-12-04,3,"Неплохо. удобный трансфер из аэропорта, но отсутствие фена в номере."
C0117,INN00207,2020-08-30,3,"Неплохо. удобные подушки и матрасы, но неудобное расположение."
C0119,INN00209,2020-05-07,3,"Неплохо. удобная мебель, но старые номера. Кондиционер не справлялся, тяжело в номере"
C0119,INN00210,2021-02-13,3,"Неплохо. свежее постельное бельё, но перебои с электричеством. Кондиционер не справлялся, тяжело в номере"
C0119,INN00211,2021-05-12,3,"Неплохо. современные номера, но сломанный кондиционер."
C0119,INN00212,2022-06-27,3,"Неплохо. оперативное решение проблем, но шум от стройки рядом. Кондиционер не справлялся, тяжело в номере"
C0120,INN00213,2017-11-12,3,"Неплохо. хороший кондиционер, но сырость в ванной. Кондиционер не справлялся, тяжело в номере"
C0120,INN00214,2018-06-06,3,"Неплохо. комфортные номера, но мусор у входа в отель. В номерах холодно. второго одеяла пришлось выпрашивать"
C0122,INN00217,2020-01-21,4,Отличный отель! приветливый персонал на ресепшн.
C0122,INN00219,2021-01-04,3,"Неплохо. комфортные номера, но нет указателей в отеле. Кондиционер не справлялся, тяжело в номере"
C0122,INN00220,2021-10-07,3,"Неплохо. качественная косметика в ванной, но шумно ночью."
C0123,INN00221,2017-06-06,4,Отличный отель! красивое оформление территории. здесь ценят гостей — это чувствуется Зимой отель хорошо отапливается.
C0124,INN00224,2017-06-26,3,"Неплохо. отличный отель, но несоответствие фото на сайте. В номерах холодно. второго одеяла пришлось выпрашивать"
C0126,INN00226,2018-03-09,3,"Неплохо. красивый интерьер, но холодная еда в ресторане. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C0128,INN00228,2019-04-02,4,Отличный отель! аккуратный сад. забронирую здесь следующий отпуск — это идеал! Зимой отель хорошо отапливается.
C0128,INN00229,2020-02-10,3,"Неплохо. просторные номера, но нет горячей воды по утрам. Парковка далеко и плохо освещена. Кондиционер не справлялся, тяжело в номере"
C0129,INN00230,2019-11-06,3,"Неплохо. быстро заселили, но тесные номера. Кондиционер не справлялся, тяжело в номере"
C0130,INN00232,2017-12-24,3,"Неплохо. очень чисто, но медленное обслуживание. В номерах холодно. второго одеяла пришлось выпрашивать"
C0131,INN00233,2018-09-24,3,"Неплохо. внимательный персонал, но неприятный запах в номере. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0131,INN00234,2020-05-16,3,"Неплохо. хороший кондиционер, но мусор у входа в отель. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0131,INN00235,2020-08-17,3,"Неплохо. тёплый приём, но несвежие продукты в ресторане. Для детей ничего нет, им было скучно."
C0132,INN00236,2017-08-10,3,"Неплохо. приятный аромат в холле, но отсутствие парковки. Для детей ничего нет, им было скучно."
C0132,INN00237,2018-03-20,3,"Неплохо. оперативное решение проблем, но слишком жарко летом. Для детей ничего нет, им было скучно."
C0133,INN00238,2018-06-10,3,"Неплохо. быстрый интернет, но не работает телевизор. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C0133,INN00239,2019-04-14,4,"Отличный отель! комфортабельные зоны отдыха. отличный сервис, чувствую себя как дома Дети в восторге от игровой зоны! Зимой отель хорошо отапливается."
C0134,INN00240,2019-01-21,4,Отличный отель! хорошие виды из окон.
C0135,INN00241,2020-05-28,3,"Неплохо. тихо и спокойно, но сырость в ванной. Для детей ничего нет, им было скучно."
C0136,INN00242,2020-09-07,3,"Неплохо. чистый бассейн, но неудобная мебель."
C0138,INN00247,2017-08-10,3,"Неплохо. комфортные номера, но долгий процесс заселения. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0138,INN00248,2018-10-11,4,Отличный отель! прекрасный вид. этот отель стал моим фаворитом Дети в восторге от игровой зоны!
C0138,INN00249,2020-03-26,4,"Отличный отель! качественные продукты на завтрак. чистота и порядок — визитная карточка Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C0139,INN00251,2017-08-09,4,"Отличный отель! качественные продукты на завтрак. Летом есть кондиционер, спасал от жары."
C0141,INN00256,2018-06-14,4,Отличный отель! свежие цветы в номерах.
C0142,INN00258,2020-01-07,3,"Неплохо. прекрасный вид, но трещины на стенах."
C0146,INN00264,2018-11-18,3,"Неплохо. своевременная уборка номеров, но плохая звукоизоляция."
C0146,INN00265,2020-10-18,3,"Неплохо. быстро заселили, но старые номера. В номерах холодно. второго одеяла пришлось выпрашивать"
C0148,INN00267,2019-01-14,4,Отличный отель! отличные условия для детей. буду рекомендовать друзьям без раздумий
C0149,INN00268,2019-08-14,3,"Неплохо. удобный трансфер из аэропорта, но неудобный трансфер. В номерах холодно. второго одеяла пришлось выпрашивать"
C0150,INN00270,2021-04-18,3,"Неплохо. отличные условия для детей, но неудобная мебель. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C0150,INN00271,2021-11-09,3,"Неплохо. прекрасный вид, но грязные номера. Для детей ничего нет, им было скучно."
C0150,INN00272,2022-09-01,3,"Неплохо. красивый интерьер, но потёртые ковры. Для детей ничего нет, им было скучно."
C0153,INN00277,2020-02-26,3,"Неплохо. качественное постельное бельё, но медленное обслуживание. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0154,INN00279,2019-10-23,4,Отличный отель! всё супер.
C0154,INN00281,2020-04-17,3,"Неплохо. просторные номера, но отсутствие фена в номере. В номерах холодно. второго одеяла пришлось выпрашивать"
C0155,INN00282,2018-08-22,4,"Отличный отель! красивое оформление территории. персонал здесь — душа отеля Летом есть кондиционер, спасал от жары."
C0157,INN00286,2020-11-25,3,"Неплохо. просторные номера, но грубый персонал на ресепшн. Кондиционер не справлялся, тяжело в номере"
C0157,INN00287,2021-03-31,3,"Неплохо. всё супер, но неудобный трансфер."
C0157,INN00288,2022-05-11,3,"Неплохо. удобные лифты, но потёртые ковры. В номерах холодно. второго одеяла пришлось выпрашивать"
C0158,INN00289,2017-11-17,3,"Неплохо. приятный аромат в холле, но слишком жарко летом. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C0159,INN00290,2017-08-24,3,"Неплохо. быстрая доставка багажа, но сломанный кондиционер. Для детей ничего нет, им было скучно."
C0159,INN00291,2018-12-01,3,"Неплохо. удобные подушки и матрасы, но не работает телевизор. Для детей ничего нет, им было скучно."
C0161,INN00294,2020-07-31,4,"Отличный отель! очень чисто. Летом есть кондиционер, спасал от жары."
C0163,INN00296,2020-10-18,3,"Неплохо. тихо и спокойно, но неубранный мусор в коридоре. Кондиционер не справлялся, тяжело в номере"
C0163,INN00297,2022-03-30,3,"Неплохо. достаточное освещение, но старые номера. В номерах холодно. второго одеяла пришлось выпрашивать"
C0163,INN00298,2022-10-01,4,"Отличный отель! просторные номера. уровень комфорта покорил — вернусь! Летом есть кондиционер, спасал от жары."
C0165,INN00300,2017-05-30,4,Отличный отель! комфортные номера. Зимой отель хорошо отапливается.
C0166,INN00301,2019-06-11,3,"Неплохо. чистые полотенца каждый день, но отсутствие фена в номере."
C0167,INN00302,2018-01-23,3,"Неплохо. профессиональное обслуживание, но неудобная мебель. В номерах холодно. второго одеяла пришлось выпрашивать"
C0167,INN00303,2018-10-24,3,"Неплохо. свежее постельное бельё, но неприятный запах в номере."
C0167,INN00305,2019-12-07,3,"Неплохо. тёплый приём, но трещины на стенах. Кондиционер не справлялся, тяжело в номере"
C0167,INN00306,2021-03-31,4,Отличный отель! свежее постельное бельё.
C0168,INN00307,2017-04-14,4,Отличный отель! комфортабельные зоны отдыха. персонал — главная фишка этого места Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C0213,INN00399,2019-10-06,3,"Неплохо. качественная косметика в ванной, но сырость в ванной."
C0168,INN00308,2018-11-19,4,"Отличный отель! удобные лифты. Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C0168,INN00309,2019-07-04,3,"Неплохо. приятный аромат в холле, но медленный интернет. Для детей ничего нет, им было скучно."
C0169,INN00311,2019-10-19,3,"Неплохо. качественные продукты на завтрак, но не работает телевизор. Для детей ничего нет, им было скучно."
C0169,INN00312,2020-07-09,4,Отличный отель! комфортабельные зоны отдыха. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C0170,INN00313,2017-11-20,3,"Неплохо. чистый бассейн, но непонятная система оплаты. Для детей ничего нет, им было скучно."
C0170,INN00314,2018-06-16,4,Отличный отель! комфортабельные зоны отдыха. Дети в восторге от игровой зоны!
C0170,INN00315,2019-03-10,4,Отличный отель! вкусный завтрак. персонал сделал отдых особенным Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C0171,INN00316,2019-08-16,3,"Неплохо. хороший кондиционер, но перебои с электричеством. Для детей ничего нет, им было скучно."
C0172,INN00317,2017-10-08,3,"Неплохо. удобные парковочные места, но некомпетентный персонал."
C0173,INN00319,2020-04-26,3,"Неплохо. хороший кондиционер, но дорого для такого качества. В номерах холодно. второго одеяла пришлось выпрашивать"
C0173,INN00320,2020-10-07,3,"Неплохо. хороший кондиционер, но неудобный трансфер. Кондиционер не справлялся, тяжело в номере"
C0173,INN00321,2022-02-21,3,"Неплохо. отличный отель, но мало мест в столовой. В номерах холодно. второго одеяла пришлось выпрашивать"
